index, formula
757, (~~((p & (q v p)) v (r v (~q & ~s))) & t) v ~t
758, ~p & ((q & (((r & s) & ((r v (t & s)) v q)) & t)) v r)
759, (p & (((q v p) & (r & ((s v (t v p)) v ~q))) & s)) v t
760, ~(p v ~p) v (((p v q) & r) v ~(s & (q v (s & t))))
761, ~p v (q v ((r v ((s v s) & ((q v (t v s)) v p))) & q))
762, p & (q v (q & (r v (~s & (~s v (q v (p & ~t)))))))
763, (p v ~(~((q & ((r v s) & p)) & s) v (q & ~t))) v t
764, p & ~((p & (q & (p & ((p & r) & (s v ~~p))))) & t)
765, (p v (p v (~(p v q) v ((p v r) & (s & (p v t)))))) v q
766, (p v ((q v ~(r v r)) & (s & (p v (r & r))))) & (p v t)
767, (p & ((q v r) & ((q & ((s & q) & (r v q))) & t))) v ~s
768, p v ((q v (~((r v ~s) v t) & r)) v ((r & ~q) & p))
769, (((p & ~(p v q)) v (~((p & r) & p) v s)) v t) & ~r
770, p & (p v (((q & (((r v (s & s)) v t) v t)) & t) & ~s))
771, (~((p v (p & (p & (q & r)))) & ((s v t) & r)) & t) & p
772, (p & p) v ~((q & r) & (p v ((((s v t) v q) v t) & t)))
773, ((~p & ~~q) & r) & ((~(s & ~t) v p) v (p v p))
774, ((p & q) v (r & ((s v t) v (~(s v (p v t)) & p)))) v p
775, ((((p v (q v r)) v (s v t)) & q) v r) v ((t v s) v ~q)
776, (p v q) v (~~(((r & ((s v ~r) v p)) v t) v q) & q)
777, (~p v p) v ((~(q v q) v ((r v (q v s)) v ~t)) v s)
778, (~((p & (((q & r) & s) & (q v s))) v s) v (q v s)) & t
779, ~(((((p & q) & r) v s) & ((q & (r v r)) & r)) v (p & t))
780, (~(p v (~~q & ((q v r) & q))) v (s & (p v q))) & t
781, ~~(p v ~((q & ((r v s) & (t v p))) & ~q)) & ~r
782, ((p & p) & ~(((~q v r) v (~(q v s) v q)) & s)) v t
783, ((p v q) & p) v ((r v ((((s & ~t) v q) v s) & s)) v s)
784, (~(p v p) v q) v (r & ~(~((s v r) v s) & (p & t)))
785, ~p & ~~(~((q v r) v q) v ((s & t) v (t & ~p)))
786, ~(~p & ((q v p) v (r v ((s v (p & (~t & q))) & q))))
787, p & ((~(q v ~~r) v s) & (((q & p) v ~t) v ~s))
788, ~(p & (((p & (q v (r & (p & q)))) & (r v s)) & (r & t)))
789, (p & (~q & (p & ((r & p) & (p v s))))) v (t v (q & s))
790, (p & q) v ((~r v ((s v r) & p)) v ((s & q) v (p v t)))
791, (p & ((((q v (~r v ~(r & q))) v ~s) & r) v t)) v s
792, p v ((q v ((r & (p v (s v p))) v t)) v ((~s v q) v p))
793, (~p v (q & r)) & ((p & (s v (t & (p v (t & t))))) v q)
794, ((p v (p v (q v r))) v ((s & ~r) v (t v (p v t)))) & t
795, ((((((p v q) v r) v q) v ~s) & t) & ((q & t) v q)) v q
796, (~p & (((q & (r v p)) & p) v ((r & q) v p))) & (s v t)
797, ~p & (((q v p) & (r v ((q & (s & (s v q))) & t))) & p)
798, (~~(((p v q) v r) v ~(s v (r v p))) v (s v s)) v t
799, (~(p v (q & ((((r & s) & q) v p) v q))) & q) & (t & p)
800, p & ((q & (~(p & (r & s)) v (r v s))) & (t & (t v q)))
801, ~p v ((((~(((q & r) & r) & s) v ~s) & t) v s) v p)
802, ~p & (~(q v (r v (q v ((s v q) & r)))) & ~(s v t))
803, ~((p & (q & p)) v q) v (~((q & r) v s) v ~(s & t))
804, ~((((p & p) & ~(q v ~r)) & (((s v p) & s) & q)) & t)
805, p v ((q & ((~q v r) v ((p & (r & (s & r))) & t))) & s)
806, ((p v (q & q)) v (~r v (r & p))) & (s v (t v (r & q)))
807, ~(~p v ~(~~(q & ((q & r) & s)) & ~t)) & ~r
808, p v ((q & (r & (s v ((~p v ~(r & t)) & q)))) v ~q)
809, ~(~p & (q & (~r & (s v ((~r & r) & ~q))))) & t
810, (p v q) v (~((~r v s) v s) v (~~(r v p) & ~t))
811, (~~p & ~p) & ~(~(((q & r) v (p v s)) v q) v t)
812, ((p v q) & (r & (((p & s) & r) & (r & q)))) v (t & ~q)
813, (~(p & ((q v (p & (p v p))) & ((r & s) v t))) & s) & r
814, p v ((q & ~(r & r)) v ((((s v s) & t) v p) & (p v q)))
815, ~((((p & ~(q & (r v ~r))) v (s & r)) v (t & p)) v r)
816, ~(p v ((p v ~(q v (r & (s & s)))) & t)) & (q v ~r)
817, (p v q) & (q & (~~r v ((s v ((~t & t) & r)) v q)))
818, ~(~((p v ~((q & (~r & s)) v t)) & ~q) & r) & r
819, ~(~(p & (q v ((r v ((s v s) v t)) & ~(r & p)))) v s)
820, (p v (q & (~(r & ((p & s) & p)) & p))) v ((t & s) & t)
821, ((p & q) & ~r) & ~(((~~~s & r) & q) & ~~t)
822, ~((p v ((q v p) & r)) v ~s) v ~((p & s) & (t & t))
823, ~(~p v ~(q & (((r v s) & s) v ((s v p) & t)))) v t
824, p v ((q v (~(p & ((r v s) v q)) & s)) v ((t & p) & p))
825, p v ~(q v ~(((r & (~(s v t) & p)) & (r & s)) & t))
826, (p v ~p) & ~(((q & r) v (~((s & r) v t) v s)) & t)
827, p & (q & (r v ~(~~s & (r & (((t v p) & s) & q)))))
828, (~~p & ((~q v r) v ((((s v t) & t) & r) v q))) v q
829, (~~p & (((q & p) v ((p v ~(q v r)) v s)) & t)) & r
830, (~((((p v q) & r) & r) v s) v t) v (~~(s v r) v t)
831, ~~(((((p & ~q) v r) & s) v p) v p) & (q v (q & t))
832, (p v ((q & r) v s)) v (((t v (~~s & r)) v t) & ~s)
833, (((p v q) & (r & s)) & (t v r)) v (t & (r v (~s & q)))
834, ~p & (p & (~q v ((p & r) & (((s v ~t) v r) v q))))
835, (~((((p & ~q) & p) & r) & ~(s & t)) & ~~t) & q
836, ~(((p v (q & (q v (~~~q v ~r)))) v s) v s) v t
837, p v ~((((q v r) & ((s v t) & (s & q))) & t) & (t & p))
838, ((((p v ~q) v (q & (r & ((r & s) v t)))) v q) & r) v q
839, ~(~p v ((q & ~r) v (q & ((q v q) v (s & (t v r))))))
840, ((p v p) & (q & (((r & (s & ~p)) & q) & (t v p)))) v p
841, p & (((~(q v ~r) & ~(r & (p & (s v t)))) & s) v q)
842, (~(p v q) v (((r & (s & q)) & (p v t)) v (s & q))) & q
843, p & (((q v (q & r)) v ((s & r) v p)) & ~((t v s) v r))
844, (p & ((~(q v r) & s) v (s v t))) & (((r & t) & s) & t)
845, p v ~((((~q & r) & ~s) v ((t & (s v p)) v s)) v s)
846, ~((p v (((((q & r) & p) & (s & (t v r))) v s) v p)) & r)
847, ~((p v p) v (q v ((r v s) v t))) & ((q v r) & (r & q))
848, ~((p & q) & r) & (((s v ((p & (q & s)) v t)) v t) v t)
849, (p & ~((p & p) & (q & (r & (s & r))))) v ~(~t v s)
850, p v (~q v (((~p & r) v ~(s & q)) & (~t v ~s)))
851, ((p v ~~(q v ((p & ~(~r v s)) v p))) v s) & ~t
852, ((p v ((q v (r & ~~p)) & r)) v (s & (t v ~p))) v t
853, ~(p v ((q v r) v (r v ~((s v t) v t)))) & (~s v r)
854, ((p & ~q) & r) & ((~(r v s) v (~q v q)) v (t & t))
855, ((~(p & q) & q) & r) & ((r v (s & (t v s))) v (q & q))
856, (p v ~((q & (q v ((q & r) v ~~s))) v ~~t)) v p
857, ((p & p) v (~((q & (r v (q v s))) v (s & s)) & t)) & t
858, (((p v ((p v q) & r)) v s) v (r & ~(s & (s v t)))) & r
859, p v (q v (~r v ((s v ~(~(t v r) v r)) v (t v q))))
860, ~((p & ((q v (~q & q)) v r)) v ~(~(q v ~s) v t))
861, (p v (~~(q & r) v ((s v (t & (t & ~t))) v t))) & t
862, p & ((p & ((q v r) & (((~s & t) v (s & s)) v p))) v p)
863, ~((((((p & p) & q) v r) & (~s & (t & ~s))) v t) & q)
864, (p v ((~(~q & r) & (s & ~((r & t) v t))) v s)) & s
865, p & (q v ((r & (~((s v ((p & q) & t)) & r) v p)) & q))
866, p v ((q & ~r) & (s v (q & (~t v (q & ~(p v t))))))
867, p & (q v ~((~p & ~(r v s)) v (s v ~~~~t)))
868, (p v (~q v (~(((r & s) & p) v (t & q)) v q))) & ~r
869, (p & ~(q & ((r & ~~(s & q)) v q))) & ((r v r) & t)
870, ~p & ~(q v (((r v (~(s & r) & ~s)) & ~t) & p))
871, ((p & (((q & r) v ~(q v s)) & (t v s))) & r) & (t & t)
872, (p & ((q & ~((~~r & s) v ((t & q) & p))) & s)) & p
873, ~(p v (((q v r) & (((s & s) v t) & ~s)) v ~r)) v r
874, ((p & q) v (~(((p v r) v ~r) & ~r) v s)) & (t & q)
875, ~((p v (((p v (q v r)) & ((s & s) & ~t)) v ~s)) v p)
876, (p & (p v ~((~(~(q v q) v ~q) v ~r) v s))) & t
877, (((p & ((q & r) v (s v r))) & ~((t v p) v r)) v p) & r
878, (~~~p v q) & (((r & p) & ~(~s & (t & s))) & q)
879, ~(p v ((q & r) v (s v (t v (((s & (t v r)) & p) & t)))))
880, ~(((p v (q & r)) & s) & (((s v s) v p) & (r & (r & t))))
881, ~((~p v (((p v q) & (q v q)) & ((~r v s) & p))) & t)
882, (((p & (q v ~r)) v (r & (~(~s v r) v r))) v t) v q
883, ~(((p v (~((~~p v q) v r) v ~(s v p))) v t) & p)
884, ~((p v ~q) v (~(~r & (s & ~(r & t))) & (s v r)))
885, (~p v ~((~p & q) & (r v ~s))) v ~(r v (t v p))
886, (((~(((p & q) & r) v ~s) & (s & r)) v t) v p) v ~t
887, ~(p v (q v ((((r v p) v ((s v t) & t)) v t) & (p & p))))
888, ~(((p v q) v ((r v (r & (s v t))) & s)) & ((q & r) v r))
889, (p & (p & q)) & ((r v (q & s)) v ((r v (~p & s)) & t))
890, p v (q v (r & (s v ~(((s v (s & (q v q))) v r) & t))))
891, (~p & (q & (r & p))) v ~(((p & p) v ~r) & (s & t))
892, (~~(p & ~q) & (r & s)) v (((p v (r & t)) v r) v p)
893, ((~(p & (p & q)) & r) & (s v (r & t))) v ((t v p) & p)
894, (p & q) v ((r & (((q v (p & p)) v (s v ~p)) & t)) v q)
895, (p v ~(((~p & (((q & p) v r) v ~q)) v s) & s)) v t
896, ~(p v (p & (q v (r v (((p v q) v (s v (q & p))) v t)))))
897, p & ((q v r) & ((~(r v (s v ((s v r) v r))) v t) & q))
898, (((((p v q) & r) v ~(s v s)) v (p v s)) & q) v (r v t)
899, (p v (p & (~q v (r & s)))) v ((r v t) & ((q v s) v q))
900, (~((p & (q v r)) v (s & (((q v t) v s) & r))) & s) & q
901, p v (((~p & (((q & (r v (r & s))) & q) & t)) & q) & s)
902, ((p & (q & r)) v q) v ((s v ~(~~(t v q) v r)) v t)
903, ((~(p v ((q & (~r & q)) v ~s)) & (t v t)) v s) v s
904, ((p v ~q) & ((q & r) & r)) v ((~(s & r) v t) v ~t)
905, ~~((p & ((q & r) v ~((s v t) v (t v r)))) & s) & t
906, ~(p v (q v (~(r & ~(p & (r & s))) & (s v (t & r)))))
907, ((p & q) & (((p & r) & ~((r & ~p) & ~p)) v s)) v t
908, (p & (q v ((q & (((~r v q) & p) v p)) & (s v q)))) v t
909, ~~(p v ((((~q v ~~(q & (r v r))) v s) v q) v t))
910, ((p & (q & (r & r))) & (~((p v s) & r) v (r v t))) & q
911, ~(p & (((q & r) v (p & q)) v (((s v p) & t) v r))) & r
912, ~(~p v q) v (q & (r & ((~s & ~~t) v (t v q))))
913, p v ((q v r) & ((((s & (s v q)) v (t v ~q)) v q) & r))
914, p & ((q v (p v r)) v ((s v (s v (p & r))) v ~(t v t)))
915, ~(~~~(((p & q) & r) v (s v t)) v ~(s v r)) v q
916, ((p & ((q & r) v p)) & p) v ((~((r & s) v q) v p) v t)
917, ~(((((p v q) & ((r v (q v (r v s))) v t)) & p) & s) v t)
918, ~p v ((q v ((~(p & r) & q) & (~s & t))) & (r v t))
919, ~((p v (((~(p v q) v (r & s)) & s) & t)) & (~s v r))
920, (((~p & (~(~(q v r) v q) & s)) & (q & p)) & t) v q
921, ((p & ((q v ((r v s) & (q & (p & ~r)))) v t)) v s) & s
922, (p & ((q & (~q v r)) & ~(s & (t & (~s & s))))) & r
923, ~(((p & q) & (r & (q & (s v ((q & s) v (p v t)))))) & p)
924, p & (((q & ((p & (r & s)) & q)) & (r v (t & ~s))) v p)
925, ~~p & (((~p & ~(p & ~(q v r))) & q) v (s v t))
926, ((~(p v q) v ~((r & p) & p)) & (s v ~t)) v ~~t
927, ((((p v q) v ~r) & s) & (~(t v s) & (p v t))) & ~s
928, ~((~(p v ~p) & q) v (~r & ((s v (t v t)) & ~r)))
929, p v ((~((((~p v p) v q) v r) v (s v s)) & ~p) & t)
930, (((p & (q & ((r v ((s & ~q) & s)) & t))) v p) v s) & r
931, (p & q) & (r v (((s v ~(q v p)) v ((q v t) v q)) & q))
932, p v (q v ((r v s) & ~(q v ((((q & p) v p) v p) & t))))
933, (((p v q) v ~(p & q)) & (((~r & s) & t) & ~s)) v t
934, p & (~(q v r) & ((s v (~t v ((q v t) & p))) & ~p))
935, (((p & (q & r)) v (~r & (s v t))) & s) v ~(~r v p)
936, (p v (~((q v r) v (r & s)) v p)) & (p & ((p v t) & r))
937, ~(p & ((((q v r) & s) & (q v (~(s & t) v t))) & ~t))
938, (p v q) v ((~(r & ((~s v q) v ~q)) & (t v r)) v q)
939, ((p & q) v r) v (p v ((((s v s) v r) v (~t & q)) v r))
940, (((p v q) & (~r & (s & ~((p & ~t) & q)))) & q) v r
941, ~~((p v (q v ((((r v s) v ~q) & s) v r))) & (t v s))
942, ~~(p v (((~((q v r) v r) & s) & s) & ((s v t) & q)))
943, ~((~(p & q) v ((r & (~(p & s) & t)) v (p & r))) v r)
944, (((p v q) v q) & (r v ~(~~~(s & ~t) v s))) v p
945, ((p & p) v ((~q v (~r v (s & ~q))) & (t v r))) v p
946, ((~((p & q) v (r & s)) & (r & (s v r))) v t) v (s v p)
947, ((p & ~q) & (r v ((q v s) v (s & ((r & s) & t))))) v t
948, (((~((p & q) & r) v ((s v r) & p)) v q) & (s v s)) & t
949, p v ((q v (p & r)) & (~s & (q & (~~s v (t v p)))))
950, ((~p & ((((q & ~r) & (~p v s)) v r) & q)) v t) & s
951, p v (q & ((r v (p & ((q v ~(s v p)) & t))) v (s v q)))
952, p v (q & ((p & (r & r)) & (~s & ((r v q) & (t & q)))))
953, (p & ((q v (r v (q v r))) v ~((s & t) & p))) & (r v s)
954, ((p & q) & ((((p v (r & ~r)) & p) & ~s) v r)) & ~t
955, ((p v q) & ~(r v (~s v t))) & ((t & ~~~r) & t)
956, ~((p v ~((q & p) v (r v p))) v ((s & s) v (~t v s)))
957, ~(((((p & ((q v r) v r)) v s) & (s & s)) & (q & p)) & t)
958, ~(((((p & p) v q) v r) & ~((q & s) v t)) v (p v ~r))
959, p & ~(((q v (r & s)) & ((~s & s) v (r v ~s))) & t)
960, p & ((((~(q v q) v q) & ((q & r) & s)) v (q & p)) v t)
961, (p & q) & ((((r v p) & (s & (s & ~r))) v (r & q)) & t)
962, ((~~p v q) & ~(r v (p & s))) & ((s v (s & t)) v p)
963, ((((p & q) v (p & ~~~r)) & s) & ((p & t) & t)) & q
964, ~((p & (q v q)) & ~q) & ((~r v ((s v r) & t)) & t)
965, ~~(p v (q v (~q & (r v (s & ((t v (p & q)) v p))))))
966, (~p v (~q & (~r v ((s v (p & s)) v (r & s))))) v t
967, ~~(p v ((((q v q) & r) & p) v (s v ~(r v t)))) & p
968, ~(~p v (((~q v (~(q & r) v ~p)) v s) & (t v p)))
969, ~(p & ((q & p) v (r & ~(s & (((~t & s) & q) & t)))))
970, (p & q) v (q v ((~r v ((s & ~(r & ~p)) v t)) v r))
971, (p & ((q & ~q) v (r & ((((s v r) & p) v s) & q)))) & t
972, ((~(p & q) & ((r & r) & ~(s & s))) v (p v ~t)) & r
973, (~p v ~((q v r) v ((s v t) & ~~t))) & (~t & p)
974, ~(~p & ((p & (~(q v (r v s)) & ((r v t) v t))) v s))
975, ((~(((p v (p & q)) & r) v (p & s)) v t) & p) & (r v p)
976, ~p v (q v (~r v ((s & s) v (((t v q) v r) & ~s))))
977, (p v ~(((q v ~r) & (s v t)) & q)) v ~(p & (s v r))
978, ~~p v ((q & (p v ~r)) v ((s & ~(q & t)) v ~q))
979, ((((p & q) & (r & q)) v s) & (s & t)) & ((s v r) v ~r)
980, p & (~p v ~((~q & ~(r v (s & ~(r v s)))) & t))
981, (p v (((~((q v r) v (r & r)) & (s & q)) & s) v t)) & s
982, ~~(((p & ~(((q v r) & s) v p)) v (q v t)) v p) v t
983, ~(p & (q v ~((q & (r & (s & (r & ~t)))) v s))) v s
984, ~((p & (~(q & r) v s)) & (r & ((p v (~s & t)) & p)))
985, ~~((~p v ~((p v ((q v r) & p)) v ~(r v s))) v t)
986, (p v q) v ((((~r v (s v t)) & q) & (q v ~~p)) v s)
987, (p v ~((((q & r) v r) v s) & (r & (t v p)))) & (r v t)
988, ~((((p v (q & ~r)) & (s v r)) & ~s) v p) & (q v t)
989, ~(~p v q) v ((r & ~(((s v s) v ~~r) & r)) & t)
990, ~(p & p) v ((q v ~(q v r)) & ~(((s & q) v s) & t))
991, (((p v q) & ((r & s) v t)) & ~((s & (q & r)) v s)) v s
992, p & ((((q v (~r & ~r)) v (s & (t v t))) & q) v ~q)
993, p & ~((q & (p & ~(((r v q) & s) v (~r v t)))) & p)
994, ((p & q) & q) & ((~(~r & (p v (p v ~r))) v s) & t)
995, (((p & ~(q v r)) & (s & q)) & (s v (p v t))) & (s v t)
996, (p & ((q & (q v (r v ~(((s & q) v t) v t)))) v t)) & p
997, ~~(p v ~(q v ~((r & (r v ~~~(s & t))) & r)))
998, ~((p v (((q & r) & q) & (r & s))) & s) v (q v (t v r))
999, ~p v ~(~q v (r & ((~s & (r & (p & s))) v ~t)))
1000, ((p v ((q & p) & p)) v (r & s)) & ~(((t & s) v t) & r)
